Isleworks Essential Draught,Low,Insufficient,Skyrocketing,Insufficient,Increasing,Sufficient,Plummeting,Sufficient,None,Cycle2Weak
Isleberry Jam,Average,Sufficient,None,Sufficient,None,Sufficient,None,Insufficient,Increasing,Cycle5Weak
Isleworks Tomato Relish,High,Insufficient,None,Nonexistent,Skyrocketing,Sufficient,Plummeting,Sufficient,None,Cycle2Strong
Isleworks Onion Soup,Average,Sufficient,None,Insufficient,None,Sufficient,Decreasing,Sufficient,Increasing,Cycle6Weak
Islefish Pie,Very High,Sufficient,None,Sufficient,None,Sufficient,None,Insufficient,Skyrocketing,Cycle5Strong
Isleworks Corn Flakes,Very High,Insufficient,Increasing,Insufficient,Increasing,Sufficient,Plummeting,Sufficient,None,Cycle2Weak
Isleworks Pickled Radish,Very High,Insufficient,Skyrocketing,Insufficient,Increasing,Sufficient,Plummeting,Sufficient,None,Cycle2Weak
Isleworks Iron Axe,Very High,Sufficient,None,Insufficient,None,Sufficient,Plummeting,Sufficient,Skyrocketing,Cycle6Strong
Isleworks Quartz Ring,High,Sufficient,None,Insufficient,None,Sufficient,Plummeting,Sufficient,Increasing,Cycle7Weak
Isleworks Porcelain Vase,High,Sufficient,Plummeting,Sufficient,None,Sufficient,None,Insufficient,Skyrocketing,Cycle5Strong
Isleworks Vegetable Juice,Average,Sufficient,None,Insufficient,None,Sufficient,Plummeting,Sufficient,Increasing,Cycle7Weak
Isleworks Pumpkin Pudding,High,Sufficient,None,Insufficient,None,Sufficient,Plummeting,Sufficient,Skyrocketing,Cycle6Strong
Isleworks Sheepfluff Rug,High,Sufficient,None,Insufficient,Skyrocketing,Nonexistent,None,Surplus,Plummeting,Cycle3Strong
Isleworks Garden Scythe,Low,Sufficient,None,Insufficient,None,Sufficient,Plummeting,Sufficient,None,Cycle7Strong
Isleworks Bed,Very High,Sufficient,None,Sufficient,None,Insufficient,Skyrocketing,Nonexistent,Skyrocketing,Cycle4Strong
Isleworks Scale Fingers,High,Sufficient,Plummeting,Insufficient,None,Sufficient,Plummeting,Sufficient,Skyrocketing,Cycle6Strong
Isleworks Crook,High,Sufficient,Plummeting,Insufficient,None,Sufficient,Decreasing,Sufficient,Increasing,Cycle6Weak
