Bronze Sheep,Very High,Sufficient,Plummeting,Insufficient,None,Sufficient,Decreasing,Sufficient,Increasing,Cycle6Weak
Isleworks Growth Formula,High,Sufficient,None,Insufficient,None,Sufficient,Plummeting,Sufficient,None,Cycle7Strong
Isleworks Garnet Rapier,High,Sufficient,Plummeting,Insufficient,None,Sufficient,Plummeting,Sufficient,None,Cycle7Strong
Isleworks Spruce Round Shield,High,Sufficient,Plummeting,Insufficient,Skyrocketing,Nonexistent,Skyrocketing,Surplus,Plummeting,Cycle3Strong
Isleworks Shark Oil,High,Sufficient,Plummeting,Sufficient,None,Insufficient,Increasing,Insufficient,Increasing,Cycle4Weak
Isleworks Silver Ear Cuffs,High,Sufficient,None,Insufficient,Increasing,Insufficient,Increasing,Sufficient,Plummeting,Cycle3Weak
Isleworks Sweet Popoto,Low,Insufficient,Skyrocketing,Nonexistent,Skyrocketing,Sufficient,Plummeting,Sufficient,None,Cycle2Strong
Isleworks Parsnip Salad,Average,Sufficient,None,Insufficient,Increasing,Insufficient,Increasing,Sufficient,Plummeting,Cycle3Weak
Isleworks Caramels,High,Sufficient,None,Insufficient,Skyrocketing,Nonexistent,Skyrocketing,Sufficient,Plummeting,Cycle3Strong
Isleworks Ribbon,Average,Insufficient,Increasing,Insufficient,Increasing,Sufficient,Plummeting,Sufficient,None,Cycle2Weak
Isleworks Rope,Average,Sufficient,None,Sufficient,None,Insufficient,Skyrocketing,Nonexistent,Skyrocketing,Cycle4Strong
Isleworks Cavalier's Hat,Average,Sufficient,None,Insufficient,None,Sufficient,Plummeting,Sufficient,Increasing,Cycle7Weak
Isleworks Horn,Low,Sufficient,None,Sufficient,None,Sufficient,None,Insufficient,Skyrocketing,Cycle5Strong
Isleworks Salt Cod,Low,Sufficient,None,Insufficient,None,Sufficient,Plummeting,Sufficient,Increasing,Cycle7Weak
Isleworks Squid Ink,Very High,Sufficient,None,Insufficient,None,Sufficient,Plummeting,Sufficient,None,Cycle7Strong
Isleworks Essential Draught,Average,Sufficient,None,Insufficient,None,Sufficient,Plummeting,Sufficient,None,Cycle7Strong
Isleberry Jam,Low,Sufficient,None,Insufficient,None,Sufficient,Plummeting,Sufficient,Increasing,Cycle7Weak
Isleworks Tomato Relish,Average,Sufficient,None,Sufficient,None,Sufficient,None,Insufficient,Skyrocketing,Cycle5Strong
Isleworks Onion Soup,Average,Sufficient,None,Sufficient,None,Insufficient,Skyrocketing,Nonexistent,Skyrocketing,Cycle4Strong
Islefish Pie,Average,Sufficient,None,Insufficient,None,Sufficient,Decreasing,Sufficient,Increasing,Cycle6Weak
Isleworks Corn Flakes,Very High,Sufficient,None,Sufficient,None,Insufficient,Increasing,Insufficient,Increasing,Cycle4Weak
Isleworks Pickled Radish,High,Sufficient,None,Insufficient,None,Sufficient,Plummeting,Sufficient,Increasing,Cycle7Weak
Isleworks Iron Axe,High,Sufficient,None,Insufficient,Increasing,Insufficient,Increasing,Sufficient,Plummeting,Cycle3Weak
Isleworks Quartz Ring,Low,Insufficient,None,Nonexistent,Skyrocketing,Sufficient,Plummeting,Sufficient,None,Cycle2Strong
Isleworks Porcelain Vase,Very High,Sufficient,None,Insufficient,Skyrocketing,Nonexistent,Skyrocketing,Sufficient,Plummeting,Cycle3Strong
Isleworks Vegetable Juice,Very High,Insufficient,None,Nonexistent,Skyrocketing,Sufficient,Plummeting,Sufficient,None,Cycle2Strong
Isleworks Pumpkin Pudding,High,Sufficient,None,Sufficient,None,Sufficient,None,Insufficient,Skyrocketing,Cycle5Strong
Isleworks Sheepfluff Rug,Average,Sufficient,None,Insufficient,Skyrocketing,Nonexistent,Skyrocketing,Sufficient,Plummeting,Cycle3Strong
Isleworks Garden Scythe,High,Sufficient,Plummeting,Sufficient,None,Insufficient,Increasing,Insufficient,Increasing,Cycle4Weak
Isleworks Bed,Average,Sufficient,None,Insufficient,None,Sufficient,Plummeting,Sufficient,Increasing,Cycle7Weak
Isleworks Scale Fingers,Very High,Insufficient,Increasing,Insufficient,Increasing,Sufficient,Plummeting,Sufficient,None,Cycle2Weak
Isleworks Crook,Very High,Sufficient,None,Insufficient,None,Sufficient,Decreasing,Sufficient,Increasing,Cycle6Weak
